account_id,loan_amount,outstanding_amount,days_past_due,customer_location,income_band,payment_history,contact_attempts,last_channel,last_outcome,assigned_channel,recovery_amount
SFL102107,62106,19055,15,Tier 2,Medium,Average,8,Call,No Response,Field,5500
SFL102108,32849,30992,96,Tier 1,Low,Average,7,Field,No Response,Call,0
SFL102109,34831,18624,71,Tier 1,Low,Poor,17,Call,Refused,Call,0
SFL102110,200122,103302,248,Tier 3,Low,Poor,8,Field,Promised,Call,0
SFL102111,885682,312423,321,Tier 3,Medium,Average,4,Field,Refused,Field,0
SFL102112,24241,10285,41,Tier 2,Low,Poor,7,Call,No Response,Legal,0
SFL102113,306174,215809,61,Tier 3,Low,Average,10,Field,Promised,Field,145715
SFL102114,192719,184587,162,Tier 1,Medium,Good,9,Call,Promised,Call,0
SFL102115,334067,314587,562,Tier 1,Medium,Average,8,Call,Promised,Legal,0
SFL102116,318685,176627,208,Tier 3,Low,Average,9,Field,Refused,Field,28315
SFL102117,31337,14174,71,Tier 2,Low,Poor,8,Call,No Response,Field,7590
SFL102118,650926,489887,769,Tier 2,Medium,Average,9,Field,Promised,Call,0
SFL102119,125870,63945,347,Tier 3,Medium,Average,20,Field,No Response,Field,0
SFL102120,28215,8584,822,Tier 1,Low,Poor,6,Field,Promised,Legal,0
SFL102121,69498,26371,101,Tier 3,Medium,Average,5,Legal,No Response,Field,0
SFL102122,123363,96513,643,Tier 3,Low,Average,5,Call,Promised,Field,0
SFL102123,175968,138281,71,Tier 1,Low,Average,4,Field,Promised,Legal,0
SFL102124,30356,23404,749,Tier 2,High,Poor,9,Field,Promised,Legal,0
SFL102125,68390,58647,67,Tier 3,Medium,Poor,5,Call,No Response,Legal,22760
SFL102126,17839,10851,171,Tier 2,Low,Average,10,Field,No Response,Field,5362
SFL102127,19746,7903,155,Tier 3,Medium,Average,8,Call,No Response,Field,0
SFL102128,21597,12947,9,Tier 3,Low,Poor,9,Field,No Response,Call,0
SFL102129,1190814,1108106,13,Tier 2,Medium,Poor,1,Call,Refused,Field,0
SFL102130,1023774,876355,105,Tier 2,Low,Average,8,Call,No Response,Call,0
SFL102131,136951,122014,98,Tier 1,Low,Poor,9,Call,Refused,Call,0
SFL102132,109032,56715,626,Tier 2,Medium,Good,20,Call,No Response,Field,0
SFL102133,796644,749908,439,Tier 3,Low,Good,3,Field,No Response,Field,0
SFL102134,66716,40970,133,Tier 2,Medium,Average,20,Call,No Response,Field,14804
SFL102135,33953,11653,142,Tier 2,Medium,Poor,5,Field,Promised,Call,0
SFL102136,43164,39908,53,Tier 1,High,Average,5,Field,No Response,Call,24108
SFL102137,523461,305268,348,Tier 1,Medium,Average,8,Call,Promised,Legal,0
SFL102138,127248,95484,736,Tier 3,Low,Poor,5,Call,No Response,Legal,0
SFL102139,30956,12391,44,Tier 1,Medium,Average,16,Call,Paid,Call,2643
SFL102140,26975,23576,11,Tier 3,Medium,Good,2,Call,Promised,Field,13906
SFL102141,58007,46518,734,Tier 3,Medium,Average,4,Field,Promised,Legal,0
SFL102142,118356,112582,92,Tier 3,Medium,Average,12,Field,Refused,Field,0
SFL102143,342033,262243,607,Tier 3,Medium,Average,4,Call,No Response,Field,79991
SFL102144,191919,184162,264,Tier 2,Low,Poor,2,Field,Refused,Call,0
SFL102145,73222,64980,284,Tier 3,Low,Average,5,Call,No Response,Call,0
SFL102146,48838,40745,7,Tier 3,Medium,Average,3,Call,Refused,Field,0
SFL102147,55483,23542,306,Tier 1,Medium,Poor,17,Call,Paid,Field,0
SFL102148,24041,12352,337,Tier 3,High,Poor,3,Legal,Paid,Call,0
SFL102149,72838,31823,13,Tier 2,High,Poor,9,Call,Refused,Field,16848
SFL102150,334183,322720,323,Tier 1,Medium,Poor,4,Call,No Response,Field,0
SFL102151,330964,172343,54,Tier 2,Medium,Poor,6,Field,Refused,Field,0
SFL102152,73211,40919,20,Tier 1,Medium,Good,7,Call,Paid,Call,37973
SFL102153,123179,108993,168,Tier 1,Low,Average,1,Legal,Paid,Field,93072
SFL102154,68908,58789,15,Tier 2,Medium,Good,3,Call,Paid,Field,55477
SFL102155,445392,382052,250,Tier 1,Medium,Poor,13,Call,No Response,Call,174407
SFL102156,357551,211211,87,Tier 3,Low,Good,2,Legal,Paid,Field,118227
SFL102157,67572,60762,34,Tier 1,Medium,Average,15,Call,Paid,Field,39024
SFL102158,32114,14774,278,Tier 2,High,Average,4,Call,No Response,Field,0
SFL102159,19280,14589,95,Tier 1,Low,Average,4,Field,Refused,Legal,0
SFL102160,227282,127347,48,Tier 1,Medium,Average,1,Legal,Paid,Call,0
SFL102161,58767,18253,152,Tier 2,High,Poor,10,Field,No Response,Call,0
SFL102162,19526,14671,126,Tier 2,Medium,Poor,3,Call,Refused,Legal,0
SFL102163,11957,10224,176,Tier 2,Low,Average,10,Field,No Response,Field,8226
SFL102164,34130,18360,383,Tier 3,Low,Average,9,Field,No Response,Legal,0
SFL102165,61335,43476,19,Tier 2,Low,Average,13,Call,No Response,Field,21717
SFL102166,33789,13981,88,Tier 3,Medium,Average,6,Legal,No Response,Field,6597
SFL102167,820949,584039,160,Tier 2,Medium,Average,10,Call,No Response,Legal,0
SFL102168,793847,584791,214,Tier 3,Low,Average,5,Field,Promised,Field,223997
SFL102169,58803,44451,129,Tier 3,High,Average,1,Call,No Response,Call,29930
SFL102170,54792,28683,113,Tier 2,Medium,Poor,3,Field,Refused,Field,0
SFL102171,705323,303635,183,Tier 1,High,Average,6,Call,Promised,Call,0
SFL102172,11138,5792,28,Tier 2,Medium,Poor,11,Field,Refused,Call,0
SFL102173,302535,186196,242,Tier 3,Low,Poor,5,Legal,No Response,Field,0
SFL102174,20752,16181,238,Tier 1,High,Average,6,Field,No Response,Legal,0
SFL102175,236581,101280,58,Tier 2,Medium,Average,3,Call,No Response,Field,76437
SFL102176,27565,11706,293,Tier 1,Low,Good,4,Call,No Response,Call,5926
SFL102177,292084,111957,755,Tier 1,Medium,Average,5,Call,Refused,Field,0
SFL102178,69160,64177,173,Tier 2,Low,Average,6,Field,Refused,Field,0
SFL102179,29543,19690,154,Tier 2,Medium,Poor,7,Call,Refused,Call,0
SFL102180,56897,24106,111,Tier 1,Low,Poor,17,Call,No Response,Field,0
SFL102181,69696,27152,115,Tier 1,Low,Poor,8,Field,No Response,Call,0
SFL102182,41278,17848,573,Tier 3,Medium,Good,3,Call,Promised,Legal,0
SFL102183,43020,28324,112,Tier 1,Low,Average,7,Call,Paid,Call,25375
SFL102184,291866,266166,22,Tier 2,Low,Good,6,Field,Promised,Field,253617
SFL102185,105338,86446,39,Tier 2,Low,Average,14,Field,Paid,Field,48252
SFL102186,54506,19474,601,Tier 3,Low,Average,6,Legal,Promised,Field,0
SFL102187,38673,14328,189,Tier 1,Medium,Average,8,Call,Refused,Call,8071
SFL102188,486246,405773,790,Tier 1,High,Poor,8,Field,Paid,Legal,0
SFL102189,37058,25857,779,Tier 1,Low,Poor,5,Call,No Response,Call,0
SFL102190,220005,208178,890,Tier 1,Low,Average,20,Call,Promised,Legal,0
SFL102191,64565,56020,488,Tier 3,Low,Average,7,Field,Refused,Field,0
SFL102192,76340,34297,93,Tier 1,Low,Average,4,Call,No Response,Field,26678
SFL102193,76616,67471,232,Tier 1,Medium,Good,5,Call,Paid,Legal,0
SFL102194,33913,17430,138,Tier 3,Medium,Poor,6,Field,No Response,Call,0
SFL102195,223819,84511,806,Tier 3,Low,Poor,14,Call,No Response,Call,0
SFL102196,49375,30130,35,Tier 3,High,Poor,5,Field,No Response,Field,0
SFL102197,60778,58935,606,Tier 2,High,Average,6,Field,No Response,Field,31022
SFL102198,46436,15057,171,Tier 1,Low,Average,2,Call,Promised,Call,4747
SFL102199,184203,163765,71,Tier 3,Medium,Good,16,Field,Promised,Call,113601
SFL102200,1142495,769128,579,Tier 2,High,Poor,2,Field,No Response,Legal,0
SFL102201,274044,265230,348,Tier 3,Low,Poor,2,Call,No Response,Field,0
SFL102202,18662,5975,389,Tier 2,Medium,Poor,17,Call,No Response,Call,0
SFL102203,348105,203889,164,Tier 2,Medium,Average,7,Call,Paid,Field,138828
SFL102204,211531,129569,96,Tier 1,Medium,Average,4,Call,No Response,Call,30885
SFL102205,15922,14080,244,Tier 1,Medium,Poor,4,Field,No Response,Field,5999
SFL102206,42427,26381,87,Tier 2,Medium,Average,6,Legal,Refused,Legal,0
SFL102207,281787,238306,151,Tier 1,Low,Average,17,Field,No Response,Call,0
SFL102208,10678,9917,213,Tier 2,Medium,Good,10,Call,Promised,Field,6913
SFL102209,72617,60847,162,Tier 1,Medium,Average,7,Field,No Response,Legal,0
SFL102210,10599,9692,165,Tier 3,Low,Average,5,Call,Refused,Legal,0
SFL102211,240747,93682,211,Tier 2,Medium,Poor,5,Field,No Response,Call,0
SFL102212,948337,756442,237,Tier 2,High,Average,4,Field,No Response,Call,0
SFL102213,166881,148931,136,Tier 1,Low,Average,10,Field,Promised,Call,133951
SFL102214,68537,61774,57,Tier 3,Low,Poor,6,Field,Promised,Field,0
SFL102215,165642,127974,209,Tier 3,High,Average,8,Legal,No Response,Call,0
SFL102216,1027925,309984,100,Tier 3,Medium,Poor,6,Call,Promised,Legal,0
SFL102217,67470,44456,193,Tier 2,Low,Poor,7,Field,No Response,Call,0
SFL102218,257861,210613,171,Tier 3,Low,Average,14,Field,Promised,Field,0
SFL102219,208262,156353,233,Tier 3,Low,Average,7,Field,Refused,Field,0
SFL102220,184665,172394,24,Tier 2,Low,Poor,13,Call,No Response,Call,0
SFL102221,922906,704423,332,Tier 3,Low,Good,5,Call,Promised,Field,0
SFL102222,82931,62599,51,Tier 2,Low,Poor,10,Field,Refused,Call,0
SFL102223,84294,72310,287,Tier 2,Low,Average,12,Field,No Response,Field,0
SFL102224,62079,42738,175,Tier 3,Medium,Good,18,Call,Paid,Field,32758
SFL102225,334487,142958,256,Tier 3,Low,Average,12,Field,No Response,Field,34388
SFL102226,36054,22612,346,Tier 2,Medium,Poor,10,Call,Promised,Call,0
SFL102227,21989,13123,107,Tier 1,Medium,Poor,7,Call,Refused,Call,2351
SFL102228,99511,33815,278,Tier 1,High,Average,19,Call,Promised,Call,30227
SFL102229,58462,27415,9,Tier 2,Medium,Poor,5,Field,Promised,Call,3563
SFL102230,49850,15804,338,Tier 2,Medium,Poor,10,Call,No Response,Field,0
SFL102231,24763,20794,298,Tier 3,High,Poor,7,Field,No Response,Field,0
SFL102232,904963,442688,84,Tier 1,Low,Average,1,Field,No Response,Call,0
SFL102233,11537,4651,134,Tier 1,Medium,Average,2,Call,Paid,Call,0
SFL102234,1015485,442300,83,Tier 3,Low,Average,6,Legal,No Response,Call,0
SFL102235,1018222,980198,804,Tier 1,Low,Average,1,Legal,No Response,Legal,0
SFL102236,39178,14563,462,Tier 3,High,Poor,2,Call,No Response,Legal,0
SFL102237,10818,6522,140,Tier 2,Low,Poor,18,Call,No Response,Call,0
SFL102238,51667,31653,112,Tier 2,Medium,Average,10,Call,Paid,Call,9900
SFL102239,205629,152148,205,Tier 1,Medium,Poor,6,Legal,Promised,Field,0
SFL102240,191655,75581,71,Tier 3,Low,Poor,6,Field,Refused,Call,0
SFL102241,84075,49693,202,Tier 3,Low,Poor,16,Field,Promised,Legal,0
SFL102242,288602,134859,97,Tier 2,High,Poor,5,Field,Promised,Call,0
SFL102243,45178,28409,92,Tier 2,Medium,Average,6,Call,No Response,Field,14046
SFL102244,56501,39256,134,Tier 2,High,Average,7,Legal,No Response,Field,0
SFL102245,10460,4933,632,Tier 2,Low,Average,5,Field,Refused,Legal,0
SFL102246,34294,11946,356,Tier 2,Low,Average,9,Call,Refused,Field,0
SFL102247,97829,61118,158,Tier 1,Medium,Good,5,Call,Promised,Call,58591
SFL102248,209282,113587,159,Tier 1,Low,Average,5,Field,Promised,Call,30923
SFL102249,132260,42567,298,Tier 2,High,Poor,6,Call,Refused,Field,0
SFL102250,41118,14360,472,Tier 2,Medium,Average,4,Call,Refused,Legal,0
SFL102251,22602,7217,86,Tier 2,High,Average,10,Call,Promised,Call,2084
SFL102252,30905,20766,91,Tier 2,Low,Poor,7,Call,Refused,Legal,0
SFL102253,78632,60416,132,Tier 2,Low,Average,2,Field,Promised,Field,48399
SFL102254,60042,35073,111,Tier 2,Low,Average,20,Call,Paid,Legal,0
SFL102255,53460,22008,258,Tier 2,Low,Poor,1,Field,Refused,Field,0
SFL102256,244767,131016,600,Tier 2,High,Average,4,Call,No Response,Call,0
SFL102257,72916,66345,184,Tier 1,Medium,Average,6,Call,No Response,Call,34827
SFL102258,341351,243091,701,Tier 3,Low,Good,4,Call,Promised,Field,0
SFL102259,12890,8844,894,Tier 2,Medium,Good,11,Call,No Response,Legal,0
SFL102260,69208,43842,174,Tier 2,Medium,Average,5,Field,No Response,Field,0
SFL102261,16811,8867,104,Tier 1,Medium,Average,9,Call,Refused,Call,0
SFL102262,68738,50597,357,Tier 1,High,Poor,13,Call,No Response,Call,0
SFL102263,407001,379500,292,Tier 2,High,Good,4,Field,Promised,Call,239874
SFL102264,98887,74584,853,Tier 2,Low,Poor,19,Call,Refused,Legal,0
SFL102265,43352,25020,272,Tier 2,Low,Poor,5,Legal,No Response,Call,4701
SFL102266,36555,26668,121,Tier 2,Low,Average,6,Call,Paid,Call,19244
SFL102267,22833,14229,473,Tier 2,Medium,Poor,10,Call,No Response,Legal,0
SFL102268,1047483,448258,29,Tier 2,Medium,Poor,6,Field,Refused,Call,0
SFL102269,176543,97795,367,Tier 2,Medium,Average,10,Call,Refused,Legal,0
SFL102270,279701,214573,164,Tier 2,Medium,Poor,6,Legal,No Response,Field,0
SFL102271,61735,44095,197,Tier 3,Medium,Good,13,Call,Promised,Call,35898
SFL102272,233332,214832,293,Tier 2,High,Good,1,Call,Promised,Field,182062
SFL102273,48110,44048,246,Tier 1,Low,Average,4,Field,Paid,Call,14333
SFL102274,216554,176899,126,Tier 2,Low,Poor,4,Legal,Paid,Call,102804
SFL102275,51374,44778,44,Tier 2,Low,Poor,8,Call,Promised,Call,22494
SFL102276,334691,108868,204,Tier 3,Low,Poor,4,Field,No Response,Legal,0
SFL102277,58787,48921,10,Tier 3,Low,Poor,1,Call,Paid,Call,0
SFL102278,63298,57013,483,Tier 2,Low,Average,6,Field,Promised,Legal,0
SFL102279,294588,199381,118,Tier 2,Low,Average,4,Call,No Response,Field,0
SFL102280,46735,15346,305,Tier 3,High,Good,8,Call,No Response,Field,12570
SFL102281,16723,10115,132,Tier 2,Medium,Average,4,Call,No Response,Field,0
SFL102282,21091,10418,120,Tier 2,Medium,Poor,10,Call,Refused,Call,4540
SFL102283,665855,637869,83,Tier 3,Low,Average,9,Call,Promised,Field,244223
SFL102284,164554,81035,356,Tier 1,Low,Average,8,Call,No Response,Call,0
SFL102285,944726,344108,695,Tier 1,High,Poor,6,Field,Refused,Legal,0
SFL102286,313188,190139,12,Tier 1,Medium,Good,5,Call,Refused,Legal,0
SFL102287,40794,35184,98,Tier 2,Low,Poor,18,Call,Refused,Call,0
SFL102288,513788,176177,40,Tier 1,Medium,Average,6,Legal,Promised,Call,157868
SFL102289,41807,31635,463,Tier 2,Low,Average,8,Call,No Response,Field,0
SFL102290,67310,51641,286,Tier 2,Low,Poor,16,Field,No Response,Field,0
SFL102291,567289,442205,329,Tier 1,High,Poor,8,Field,No Response,Call,0
SFL102292,55830,53830,81,Tier 2,Low,Good,10,Field,Promised,Call,39468
SFL102293,258544,106697,320,Tier 3,Low,Average,3,Field,No Response,Legal,34239
SFL102294,1060398,803490,635,Tier 1,Low,Poor,10,Legal,Promised,Call,0
SFL102295,214098,200455,162,Tier 1,Medium,Average,2,Call,Refused,Field,60936
SFL102296,74785,33492,179,Tier 2,High,Poor,1,Field,Refused,Call,0
SFL102297,69879,62785,532,Tier 1,High,Average,5,Call,No Response,Call,34807
SFL102298,197032,63996,297,Tier 3,Medium,Good,5,Field,Refused,Field,0
SFL102299,85354,27066,98,Tier 2,Medium,Poor,6,Field,Paid,Legal,0
SFL102300,439757,170257,351,Tier 1,Low,Average,7,Call,No Response,Call,0
SFL102301,308242,292111,104,Tier 1,High,Average,6,Call,No Response,Call,128509
SFL102302,35446,13362,37,Tier 3,High,Average,2,Call,No Response,Field,8582
SFL102303,873143,371207,117,Tier 2,Low,Good,4,Legal,Promised,Call,0
SFL102304,304091,237760,168,Tier 3,High,Average,7,Field,Promised,Field,0
SFL102305,1160594,896525,79,Tier 3,High,Average,4,Call,Refused,Call,0
SFL102306,1002867,401664,229,Tier 3,Low,Average,4,Field,No Response,Field,0
SFL102307,118522,38536,324,Tier 2,High,Average,5,Call,No Response,Field,0
SFL102308,10199,6549,193,Tier 1,Low,Poor,4,Call,No Response,Field,0
SFL102309,64305,49902,201,Tier 3,Medium,Poor,8,Field,Promised,Field,0
SFL102310,48432,28264,4,Tier 1,Low,Average,17,Call,Promised,Field,0
SFL102311,566828,253046,172,Tier 3,Medium,Average,1,Field,No Response,Field,0
SFL102312,102966,68722,170,Tier 2,Medium,Average,17,Call,Paid,Call,19844
SFL102313,14314,8058,179,Tier 1,Low,Poor,20,Call,No Response,Call,1345
SFL102314,821774,490139,203,Tier 2,Low,Good,3,Call,No Response,Field,0
SFL102315,39214,21076,22,Tier 2,High,Average,6,Call,No Response,Legal,0
SFL102316,23328,19065,243,Tier 3,Medium,Average,1,Call,No Response,Field,11017
SFL102317,471296,142355,520,Tier 1,Low,Poor,6,Call,No Response,Call,0
SFL102318,46864,14639,637,Tier 1,Low,Average,6,Field,Promised,Legal,0
SFL102319,815474,316890,31,Tier 2,Medium,Average,10,Field,Refused,Field,0
SFL102320,285087,258050,235,Tier 2,Low,Average,4,Call,No Response,Field,0
SFL102321,24670,19499,816,Tier 2,Medium,Good,6,Field,Promised,Legal,0
SFL102322,44644,34790,21,Tier 2,Medium,Poor,5,Field,No Response,Call,0
SFL102323,517405,193826,283,Tier 3,Low,Good,19,Call,No Response,Call,0
SFL102324,46199,17908,264,Tier 3,Medium,Average,9,Legal,No Response,Field,0
SFL102325,26630,14716,487,Tier 2,Medium,Poor,16,Call,No Response,Legal,0
SFL102326,373236,231846,206,Tier 3,Medium,Average,4,Field,Refused,Call,0
SFL102327,423862,178091,167,Tier 3,Medium,Average,7,Field,No Response,Field,92696
SFL102328,583176,380617,332,Tier 1,Medium,Good,18,Call,Paid,Call,0
SFL102329,62129,56427,362,Tier 2,Medium,Average,13,Call,Paid,Field,0
SFL102330,1120268,504131,286,Tier 2,Medium,Poor,6,Call,Promised,Call,0
SFL102331,334762,206759,631,Tier 2,Low,Poor,1,Field,Promised,Call,0
SFL102332,181041,164077,347,Tier 2,Low,Poor,5,Call,Promised,Call,0
SFL102333,223437,118611,249,Tier 2,Medium,Average,2,Call,No Response,Field,0
SFL102334,207028,109415,239,Tier 3,Medium,Poor,10,Call,No Response,Call,0
SFL102335,13217,11546,628,Tier 2,Low,Average,8,Field,Refused,Legal,0
SFL102336,320631,178915,23,Tier 3,Medium,Average,12,Call,No Response,Field,0
SFL102337,214730,96748,842,Tier 1,Low,Average,7,Legal,Promised,Field,0
SFL102338,44416,24789,170,Tier 2,Low,Poor,2,Call,No Response,Call,0
SFL102339,326882,269342,284,Tier 2,Low,Average,7,Field,Promised,Field,0
SFL102340,429030,292316,790,Tier 3,Medium,Average,10,Call,No Response,Field,0
SFL102341,58270,20448,41,Tier 2,Medium,Poor,11,Call,No Response,Call,0
SFL102342,263381,160233,317,Tier 1,Low,Good,3,Field,Paid,Call,101699
SFL102343,851568,730343,719,Tier 2,Low,Average,6,Call,No Response,Field,379302
SFL102344,178505,152424,102,Tier 2,Low,Poor,11,Legal,No Response,Field,0
SFL102345,166664,141045,710,Tier 2,Medium,Poor,9,Field,Refused,Field,0
SFL102346,56064,47046,144,Tier 1,Low,Poor,5,Legal,Promised,Call,0
SFL102347,195823,116075,672,Tier 2,Low,Average,10,Field,Refused,Field,0
SFL102348,87069,42149,217,Tier 1,High,Average,4,Field,No Response,Call,0
SFL102349,338528,210459,37,Tier 1,Medium,Average,6,Call,No Response,Field,0
SFL102350,231273,145320,323,Tier 3,Medium,Poor,11,Call,Refused,Call,0
SFL102351,62681,48233,125,Tier 3,Medium,Average,12,Call,No Response,Field,0
SFL102352,15374,12426,753,Tier 3,Medium,Poor,4,Call,No Response,Field,6467
SFL102353,47614,23938,392,Tier 3,Medium,Average,14,Call,No Response,Legal,0
SFL102354,65353,62650,47,Tier 1,Medium,Good,1,Field,Refused,Call,31149
SFL102355,38314,30619,382,Tier 2,Medium,Good,5,Legal,No Response,Field,0
SFL102356,31823,28571,87,Tier 3,Medium,Average,4,Field,Paid,Field,15666
SFL102357,263886,106601,881,Tier 2,High,Good,9,Call,No Response,Field,0
SFL102358,69745,57733,303,Tier 2,High,Average,5,Call,Paid,Field,0
SFL102359,289704,196942,270,Tier 2,Medium,Poor,9,Call,No Response,Legal,25336
SFL102360,16617,7688,871,Tier 1,High,Average,7,Field,No Response,Legal,0
SFL102361,245582,100892,86,Tier 3,Medium,Average,1,Field,No Response,Call,38240
SFL102362,301136,112452,86,Tier 3,Low,Average,2,Call,No Response,Field,0
SFL102363,1018061,346582,34,Tier 2,Low,Average,9,Legal,Promised,Field,0
SFL102364,551494,308900,127,Tier 3,Low,Average,9,Call,Promised,Legal,0
SFL102365,254694,200999,168,Tier 1,Medium,Average,2,Field,No Response,Call,0
SFL102366,13303,11413,836,Tier 2,Medium,Poor,1,Call,No Response,Call,0
SFL102367,51085,26190,151,Tier 1,Medium,Average,6,Field,Paid,Call,22273
SFL102368,752610,384298,71,Tier 2,Low,Average,4,Field,Promised,Call,314585
SFL102369,14282,6386,104,Tier 2,Low,Good,10,Field,Refused,Field,0
SFL102370,144803,129939,16,Tier 2,Medium,Poor,5,Field,No Response,Field,26747
SFL102371,39349,30022,169,Tier 3,Medium,Average,5,Legal,No Response,Field,19836
SFL102372,171477,66165,303,Tier 1,High,Average,8,Legal,Promised,Call,0
SFL102373,17320,9911,141,Tier 2,High,Average,7,Call,No Response,Field,2745
SFL102374,45727,41372,164,Tier 2,Low,Poor,4,Call,Refused,Field,0
SFL102375,224741,174521,294,Tier 2,Medium,Average,7,Call,Paid,Field,66443
SFL102376,13216,4500,61,Tier 2,Low,Average,17,Call,No Response,Field,0
SFL102377,137668,90976,314,Tier 3,Medium,Average,5,Legal,No Response,Field,75254
SFL102378,202064,147565,36,Tier 2,Low,Average,5,Call,No Response,Field,0
SFL102379,324659,291739,129,Tier 1,High,Good,1,Call,Promised,Call,229701
SFL102380,275225,165142,96,Tier 2,Medium,Average,10,Call,Promised,Call,0
SFL102381,216381,96233,10,Tier 1,Low,Good,6,Call,Paid,Call,81152
SFL102382,344248,209678,142,Tier 2,Low,Average,9,Legal,Promised,Field,42093
SFL102383,96851,54814,708,Tier 2,Low,Average,20,Call,Refused,Legal,29837
SFL102384,45243,30843,424,Tier 2,Low,Average,2,Call,No Response,Legal,0
SFL102385,44276,26051,124,Tier 1,Low,Poor,11,Call,Promised,Field,0
SFL102386,976473,862373,863,Tier 1,Medium,Good,5,Call,Promised,Call,778959
SFL102387,32942,13682,116,Tier 3,Low,Average,9,Field,Promised,Field,5405
SFL102388,284255,189813,125,Tier 2,Medium,Average,4,Field,No Response,Field,155399
SFL102389,115580,92076,259,Tier 1,Low,Average,6,Field,Paid,Field,48381
SFL102390,50497,37487,89,Tier 2,High,Good,9,Field,Refused,Call,0
SFL102391,724635,640909,165,Tier 2,Low,Poor,3,Call,Refused,Call,0
SFL102392,56623,23488,199,Tier 3,Medium,Good,4,Call,Promised,Call,0
SFL102393,36556,20136,629,Tier 3,High,Poor,3,Field,Promised,Call,0
SFL102394,176978,109050,208,Tier 2,High,Average,19,Call,Promised,Field,25586
SFL102395,858075,831625,357,Tier 1,Medium,Good,14,Call,Paid,Call,750324
SFL102396,64002,26771,328,Tier 2,High,Poor,3,Field,Refused,Call,0
SFL102397,204262,189908,234,Tier 1,Medium,Poor,4,Field,No Response,Legal,0
SFL102398,62391,39876,166,Tier 2,Low,Poor,4,Call,No Response,Field,13728
SFL102399,328952,138236,39,Tier 2,Medium,Average,20,Call,Promised,Field,0
SFL102400,56026,53921,34,Tier 3,High,Poor,4,Field,Paid,Field,17910
SFL102401,1022566,700687,432,Tier 1,Low,Poor,1,Field,Promised,Call,0
SFL102402,33917,29726,117,Tier 3,Low,Average,9,Legal,No Response,Field,0
SFL102403,39020,22320,107,Tier 2,Medium,Poor,6,Field,Refused,Call,0
SFL102404,661174,467288,56,Tier 2,Medium,Poor,2,Call,No Response,Legal,214163
SFL102405,326435,139879,393,Tier 1,Low,Average,20,Call,No Response,Legal,0
SFL102406,21029,12986,49,Tier 1,Medium,Poor,3,Call,Promised,Field,0
SFL102407,34950,15876,246,Tier 3,High,Poor,4,Call,No Response,Field,6938
SFL102408,70492,46623,245,Tier 2,Low,Average,10,Call,Refused,Field,0
SFL102409,119711,70179,53,Tier 2,Low,Average,19,Call,Promised,Field,33000
SFL102410,38137,32548,237,Tier 2,Medium,Poor,1,Field,No Response,Call,0
SFL102411,600967,504256,674,Tier 2,Low,Poor,18,Field,No Response,Call,0
SFL102412,130425,95479,160,Tier 2,Medium,Poor,7,Call,No Response,Call,56070
SFL102413,10079,4783,208,Tier 2,Medium,Poor,13,Call,No Response,Call,0
SFL102414,229284,82459,174,Tier 2,Medium,Average,6,Call,Promised,Call,0
SFL102415,43537,19367,129,Tier 2,Low,Average,5,Call,Refused,Field,5172
SFL102416,216436,97788,56,Tier 2,Low,Poor,8,Call,Refused,Field,0
SFL102417,795636,593442,308,Tier 2,Low,Poor,6,Call,No Response,Call,0
SFL102418,231869,211300,162,Tier 3,Low,Average,18,Call,Refused,Legal,0
SFL102419,11480,10739,357,Tier 2,High,Good,5,Field,No Response,Field,9399
SFL102420,948044,800142,350,Tier 2,Medium,Poor,6,Field,Refused,Call,0
SFL102421,57604,18893,98,Tier 2,Low,Average,2,Call,No Response,Field,0
SFL102422,38914,18367,225,Tier 3,Low,Average,7,Legal,Promised,Call,0
SFL102423,223664,87540,233,Tier 3,Medium,Poor,9,Call,Refused,Field,0
SFL102424,229450,82547,192,Tier 3,Medium,Poor,8,Call,Refused,Call,0
SFL102425,1066021,665518,232,Tier 2,High,Poor,6,Field,Refused,Call,0
SFL102426,62483,34775,350,Tier 3,Low,Poor,7,Field,No Response,Legal,0
SFL102427,596980,546434,856,Tier 3,Low,Poor,9,Call,No Response,Legal,0
SFL102428,174225,92969,178,Tier 2,Medium,Average,4,Call,No Response,Field,59832
SFL102429,212021,109174,344,Tier 2,Low,Average,5,Call,No Response,Field,86805
SFL102430,190438,84318,278,Tier 3,Low,Poor,6,Call,No Response,Call,0
SFL102431,32615,25617,198,Tier 1,Medium,Poor,6,Call,Refused,Call,0
SFL102432,13731,7490,26,Tier 1,Low,Good,10,Call,Promised,Call,0
SFL102433,201408,137903,43,Tier 1,Medium,Good,4,Field,No Response,Call,0
SFL102434,469982,190042,97,Tier 2,Medium,Poor,8,Call,Promised,Call,0
SFL102435,166375,63075,61,Tier 1,Low,Average,20,Legal,Refused,Call,36406
SFL102436,246007,213076,2,Tier 2,Low,Average,8,Legal,Refused,Field,0
SFL102437,1157035,740959,129,Tier 2,Medium,Poor,2,Call,No Response,Field,0
SFL102438,291824,268089,205,Tier 1,Medium,Poor,5,Call,No Response,Legal,0
SFL102439,65579,51726,128,Tier 1,High,Average,6,Field,Paid,Call,10347
SFL102440,160334,51065,40,Tier 3,High,Average,9,Call,Refused,Legal,0
SFL102441,57116,20806,298,Tier 2,Low,Poor,6,Field,No Response,Field,0
SFL102442,51423,49533,349,Tier 2,Medium,Average,14,Legal,No Response,Call,34715
SFL102443,243660,86022,178,Tier 2,Low,Average,4,Field,Promised,Field,49888
